,sector,industry,market_cap,country,full_name,pe_ratio,forward_pe,peg_ratio,price_to_book,price_to_sales,enterprise_value,ev_to_ebitda,dividend_yield,dividend_rate,payout_ratio,five_year_avg_dividend_yield,profit_margins,operating_margins,gross_margins,roe,roa,revenue_growth,earnings_growth,earnings_quarterly_growth,beta,52week_high,52week_low,52week_change,current_ratio,quick_ratio,debt_to_equity,total_debt,total_cash,recommendation,recommendation_mean,target_mean_price,target_high_price,target_low_price,number_of_analysts,employees,exchange,quote_type,main_cluster,n_clusters
AMAT,Technology,Semiconductor Equipment & Materials,173819412480,United States,"Applied Materials, Inc.",26.036993,22.517029,,8.911899,6.0748405,174595080192.0,19.284,0.84,1.84,0.1981,0.84,0.23877001,0.30581,0.48501998,0.35634997,0.15884,0.077,0.083,0.043,1.814,226.49,123.74,0.14898968,2.501,1.622,34.67,6761999872.0,7014000128.0,buy,1.78378,213.77419,265.0,160.0,31.0,36100.0,NMS,EQUITY,cube3_cluster1,2
BKNG,Consumer Cyclical,Travel Services,171128733696,United States,Booking Holdings Inc.,36.629486,25.161497,,-25.716263,6.838311,172772737024.0,19.309,0.73,38.4,0.2558,,0.19233,0.33657002,0.86773,,0.17569,0.16,-0.382,-0.412,1.351,5839.41,4096.23,0.21962178,1.248,1.179,,19239000064.0,17595000832.0,buy,1.82051,6108.461,7218.0,5200.0,37.0,24800.0,NMS,EQUITY,cube2_cluster0,2
VZ,Communication Services,Telecom Services,170971971584,United States,Verizon Communications Inc.,9.236902,8.572939,,1.6588937,1.2479706,343543971840.0,6.882,6.94,2.76,0.6302,5.89,0.1328,0.23284,0.59485,0.18454,0.05204,0.052,0.083,0.089,0.366,47.36,37.59,-0.091220856,0.637,0.497,167.439,174740996096.0,3467000064.0,buy,2.26923,48.88729,58.0,43.0,22.0,100000.0,NYQ,EQUITY,cube2_cluster0,2
SCHW,Financial Services,Capital Markets,169704849408,United States,The Charles Schwab Corporation,25.104837,24.576317,,3.9694817,7.8472605,149494333440.0,,1.16,1.08,0.2796,1.26,0.33676997,0.47906,0.97193,0.15595001,0.01603,0.248,0.636,0.596,0.966,99.59,65.88,0.29919398,0.561,0.561,111.866,55318999040.0,82110996480.0,buy,1.72727,109.6,130.0,86.0,20.0,32600.0,NYQ,EQUITY,cube3_cluster0,2
INTC,Technology,Semiconductors,177063657472,United States,Intel Corporation,,36.73196,,1.5932567,3.3364172,200330936320.0,21.773,,,2.0833,2.69,-0.38636002,-0.03803,0.32921,-0.18616,-0.00853,0.002,,,1.33,39.65,17.67,0.6425419,1.24,0.674,47.997,50757001216.0,21205999616.0,hold,3.13953,27.11686,43.0,14.0,35.0,108900.0,NMS,EQUITY,cube3_cluster1,2
BA,Industrials,Aerospace & Defense,162997354496,United States,The Boeing Company,,455.95746,,-49.05013,2.1638637,195438592000.0,-27.892,,,0.0,2.48,-0.14182,-0.00976,-0.00153,,-0.03729,0.349,,,1.47,242.69,128.88,0.41489995,1.231,0.336,,55646998528.0,22257999872.0,buy,1.56,252.95454,287.0,150.0,22.0,172000.0,NYQ,EQUITY,cube3_cluster0,2
TJX,Consumer Cyclical,Apparel Retail,160374489088,United States,"The TJX Companies, Inc.",32.23714,31.32609,,18.08711,2.7686574,168856469504.0,22.058,1.2,1.7,0.3531,1.26,0.08587,0.11249,0.30574,0.59755003,0.1276,0.069,0.146,0.131,0.921,145.58,111.73,0.21094549,1.174,0.473,147.992,13121000448.0,4639000064.0,strong_buy,1.47619,150.0,172.0,90.0,18.0,364000.0,NYQ,EQUITY,cube3_cluster0,2
AMGN,Healthcare,Drug Manufacturers - General,158197628928,United States,Amgen Inc.,23.929153,14.216256,,21.295023,4.5306764,206373634048.0,12.78,3.26,9.52,0.7572,3.06,0.18956,0.32727,0.69359,0.99139,0.07507,0.094,0.92,0.92,0.48,335.88,253.3,-0.10055679,1.306,0.817,756.651,56204001280.0,8028000256.0,buy,2.41935,311.64847,405.0,180.0,26.0,28000.0,NMS,EQUITY,cube3_cluster0,2
TXN,Technology,Semiconductors,159199002624,United States,Texas Instruments Incorporated,32.03315,29.581633,,9.6392355,9.547167,166819315712.0,22.216,3.24,5.68,0.9835,2.65,0.30231002,0.35027,0.58027,0.29990998,0.10406,0.164,0.156,0.149,1.002,221.69,139.95,-0.12374902,5.812,3.739,85.612,14042999808.0,5359000064.0,buy,2.44737,203.81667,260.0,125.0,33.0,34000.0,NMS,EQUITY,cube2_cluster1,2
ISRG,Healthcare,Medical Instruments & Supplies,156435562496,United States,"Intuitive Surgical, Inc.",60.609726,55.52036,,8.764084,17.10613,151216455680.0,47.467,,,0.0,,0.28514,0.30466998,0.66612,0.1604,0.090150006,0.214,0.24,0.25,1.611,616.0,425.0,-0.08932638,5.167,3.971,,0.0,5326499840.0,buy,1.9375,573.54517,685.0,350.0,27.0,15638.0,NMS,EQUITY,cube1_cluster1,2
ACN,Technology,Information Technology Services,151437918208,Ireland,Accenture plc,20.032814,17.356077,,4.8679357,2.1735532,149181628416.0,12.205,2.68,6.52,0.48720002,1.44,0.11021,0.1522,0.31914,0.25509,0.111829996,0.073,-0.155,-0.161,1.278,398.35,229.4,-0.33933705,1.42,1.301,25.38,8182865920.0,11484674048.0,buy,2.0,278.3191,330.0,205.0,22.0,779000.0,NYQ,EQUITY,cube0_cluster0,2
APH,Technology,Electronic Components,151284334592,United States,Amphenol Corporation,49.25301,56.777775,,12.9901495,8.039341,154650165248.0,29.643,0.53,0.66,0.2629,0.89,0.16896999,0.25621998,0.35237,0.31049,0.12502,0.565,1.098,1.079,1.18,127.5,56.45,0.88599694,2.016,1.338,69.505,8062400000.0,3226400000.0,buy,2.0,123.58824,150.0,85.0,17.0,125000.0,NYQ,EQUITY,cube4_cluster0,2
SPGI,Financial Services,Financial Data & Stock Exchanges,148586463232,United States,S&P Global Inc.,36.89841,28.95241,,4.450022,10.107923,163325460480.0,22.497,0.8,3.84,0.2875,0.81,0.27286,0.4269,0.69558,0.11291,0.06261,0.058,0.084,0.06,1.189,579.05,427.14,-0.092932165,0.982,0.807,31.651,12014999552.0,1847000064.0,strong_buy,1.32,617.4091,661.0,540.0,22.0,42350.0,NYQ,EQUITY,cube2_cluster0,2
DHR,Healthcare,Diagnostics & Research,147614023680,United States,Danaher Corporation,43.49156,24.600237,,2.8200324,6.1472545,163220029440.0,21.702,0.62,1.28,0.2505,0.4,0.14213,0.20115,0.59718,0.06676,0.04006,0.034,-0.369,-0.388,0.802,279.41,171.0,-0.2476896,1.619,1.1,35.45,18555000832.0,2956999936.0,strong_buy,1.3913,243.2,310.0,205.0,20.0,61000.0,NYQ,EQUITY,cube1_cluster1,2
GILD,Healthcare,Drug Manufacturers - General,147010813952,United States,"Gilead Sciences, Inc.",23.507936,15.946165,,7.4793262,5.0934,165479792640.0,11.99,2.67,3.16,0.619,3.89,0.21865,0.39156,0.78533,0.33403,0.12616,0.018,0.209,0.214,0.354,121.83,84.8,0.3774178,1.315,0.969,127.34,24945999872.0,6057999872.0,buy,1.71429,126.3136,145.0,100.0,25.0,17600.0,NMS,EQUITY,cube3_cluster0,2
ETN,Industrials,Specialty Industrial Machinery,146131550208,Ireland,Eaton Corporation plc,37.736897,31.066391,,7.8327374,5.622823,156825452544.0,26.676,1.11,4.16,0.3984,1.71,0.15103,0.18569,0.38162,0.20733,0.07694,0.107,0.012,-0.011,1.172,399.56,231.85,0.11043072,1.24,0.686,62.391,11633999872.0,584000000.0,buy,1.83871,400.02078,495.0,288.0,26.0,94443.0,NYQ,EQUITY,cube2_cluster1,2
BSX,Healthcare,Medical Devices,142603780096,United States,Boston Scientific Corporation,56.611763,34.494625,,6.354992,7.7108135,154331774976.0,32.802,,,0.0,,0.1355,0.18632999,0.68044,0.115480006,0.05387,0.228,1.409,1.46,0.614,109.5,80.64,0.094272256,1.372,0.645,53.092,12026999808.0,534000000.0,strong_buy,1.32353,124.88906,140.0,99.0,32.0,53000.0,NYQ,EQUITY,cube2_cluster0,2
SYK,Healthcare,Medical Devices,141453705216,United States,Stryker Corporation,48.30287,27.346638,,6.675206,5.9389415,156117696512.0,24.439,0.92,3.36,0.4397,1.0,0.12251,0.21952999,0.64950997,0.1425,0.07735,0.111,0.07,0.072,0.951,406.19,329.16,0.016546845,1.784,0.876,80.827,17127999488.0,2464000000.0,buy,1.96774,429.2978,465.0,316.0,27.0,53000.0,NYQ,EQUITY,cube2_cluster0,2
PGR,Financial Services,Insurance - Property & Casualty,140970557440,United States,The Progressive Corporation,13.31856,17.42029,,4.3223414,1.7113062,145591517184.0,10.623,2.07,4.9,0.2761,1.7,0.12663999,0.18417999,0.1688,0.37293997,0.07856,0.213,1.177,1.176,0.318,292.99,228.54,-0.060890317,0.317,0.248,21.148,6895000064.0,2228000000.0,buy,2.3913,277.0,350.0,189.0,19.0,66308.0,NYQ,EQUITY,cube2_cluster0,2
ADBE,Technology,Software - Application,142039351296,United States,Adobe Inc.,21.141598,16.347446,,11.987582,6.1274037,141334478848.0,15.6,,,0.0,0.12,0.30012,0.36289,0.89138,0.52875,0.18094,0.107,0.112,0.052,1.49,557.9,330.04,-0.33208668,1.019,0.87,56.542,6655000064.0,5944999936.0,buy,2.025,454.182,605.0,280.0,35.0,30709.0,NMS,EQUITY,cube1_cluster1,2
PANW,Technology,Software - Infrastructure,144363028480,United States,"Palo Alto Networks, Inc.",133.05128,28.827778,,17.717455,15.655048,136351080448.0,102.558,,,0.0,,0.122959994,0.13528,0.73414004,0.17452998,0.030669998,0.158,-0.277,-0.29,0.974,217.94,144.15,0.13919449,0.942,0.824,5.335,417400000.0,2903200000.0,buy,1.72727,215.66531,248.0,131.0,49.0,16068.0,NMS,EQUITY,cube2_cluster0,2
PFE,Healthcare,Drug Manufacturers - General,140603654144,United States,Pfizer Inc.,13.1123,8.368601,,1.5715934,2.2026796,188521693184.0,7.693,6.96,1.72,0.89949995,4.73,0.16844,0.28684,0.73819,0.12168,0.0525,0.103,69.74,69.976,0.465,29.82,20.92,-0.15998644,1.158,0.778,69.703,62044000256.0,13249000448.0,buy,2.45833,28.80864,36.0,24.0,22.0,81000.0,NYQ,EQUITY,cube2_cluster0,2
COF,Financial Services,Credit Services,136984608768,United States,Capital One Financial Corporation,594.99994,13.678161,,1.2978278,5.7621927,137247604736.0,,1.16,2.4,6.6667,1.6,0.0,-5.32768,0.0,0.00013,2.0000001e-05,-0.81,,,1.182,232.45,143.22,0.32463467,,,,55851999232.0,60996001792.0,buy,1.65217,254.5238,290.0,210.0,21.0,76500.0,NYQ,EQUITY,cube2_cluster0,2
KLAC,Technology,Semiconductor Equipment & Materials,135070130176,United States,KLA Corporation,33.784912,31.252588,,28.858284,11.111248,136947752960.0,25.322,0.74,7.6,0.2223,1.05,0.33411998,0.42578998,0.6091,1.00775,0.19896999,0.236,0.467,0.438,1.497,1155.0,551.33,0.44831288,2.619,1.68,129.746,6088282112.0,4494623232.0,buy,2.33333,1026.32,1300.0,745.0,25.0,15000.0,NMS,EQUITY,cube4_cluster1,2
LOW,Consumer Cyclical,Home Improvement Retail,135018594304,United States,"Lowe's Companies, Inc.",19.229233,19.061758,,-11.84735,1.6148231,168852602880.0,13.518,2.05,4.8,0.3815,1.71,0.08202,0.14479,0.33464,,0.14288001,0.016,0.024,0.006,0.88,287.01,206.39,-0.1680091,1.047,0.243,,39089999872.0,5256000000.0,buy,1.91429,282.375,325.0,221.0,32.0,300000.0,NYQ,EQUITY,cube2_cluster0,2
UNP,Industrials,Railroads,134686507008,United States,Union Pacific Corporation,19.609673,18.751446,,8.282755,5.5215225,167544356864.0,13.549,2.44,5.52,0.4657,2.16,0.2843,0.41257998,0.55889,0.42355,0.09105,0.024,0.15,0.121,1.068,256.84,204.66,-0.08112615,0.648,0.464,208.857,33955999744.0,1080000000.0,buy,1.88889,261.68,298.0,213.0,25.0,29929.0,NYQ,EQUITY,cube2_cluster0,2
HON,Industrials,Conglomerates,132445773824,United States,Honeywell International Inc.,23.101883,18.94732,,8.228867,3.3119721,159975768064.0,16.063,2.26,4.58,0.5085,1.97,0.14296,0.21426001,0.38077,0.33602002,0.07146,0.081,0.038,0.017,1.049,242.77,179.36,-0.06609291,1.294,0.909,226.06,37647998976.0,10677000192.0,buy,1.95833,250.35095,290.0,210.0,21.0,102000.0,NMS,EQUITY,cube1_cluster1,2
BX,Financial Services,Asset Management,201396617216,United States,Blackstone Inc.,44.318916,28.12693,,15.364001,14.911925,148285440000.0,,2.69,4.26,1.0946,3.32,0.21204,0.5273,1.0,0.2882,0.13328,0.425,0.691,0.72,1.765,200.96,115.66,0.011770725,0.921,0.87,67.125,14149222400.0,2361184000.0,buy,2.18182,181.15788,208.0,150.0,19.0,4895.0,NYQ,EQUITY,cube2_cluster1,2
MDT,Healthcare,Medical Devices,123830493184,Ireland,Medtronic plc,26.377048,16.502565,,2.5839088,3.6207745,144558489600.0,15.304,2.97,2.84,0.77620006,2.85,0.13626,0.18687001,0.65383005,0.09741,0.045689996,0.084,0.013,-0.002,0.792,99.37,79.29,0.06389141,2.014,1.248,59.437,28608999424.0,8120999936.0,buy,2.1875,100.475,115.0,81.0,26.0,95000.0,NYQ,EQUITY,cube3_cluster0,2
CRWD,Technology,Software - Infrastructure,127638298624,United States,"CrowdStrike Holdings, Inc.",,114.50586,,32.646057,29.40228,118578110464.0,-1297.765,,,0.0,,-0.06841,-0.06381,0.74163,-0.089209996,-0.02053,0.213,,,1.188,517.98,294.68,0.68241215,1.88,1.686,21.36,810528000.0,4972435968.0,buy,1.90566,500.4468,610.0,330.0,47.0,10047.0,NMS,EQUITY,cube3_cluster1,2
CEG,Utilities,Utilities - Renewable,121700712448,United States,Constellation Energy Corporation,39.670063,43.526257,,9.050905,4.903332,128394715136.0,20.204,0.41,1.55,0.15439999,,0.12123,0.15391,0.21773,0.23515,0.04483,0.114,0.035,0.031,1.12,395.14,161.35,0.43118536,1.476,0.978,60.212,8311000064.0,1974000000.0,buy,1.78571,359.31155,407.0,184.05,13.0,14215.0,NMS,EQUITY,cube3_cluster1,2
DE,Industrials,Farm & Heavy Construction Machinery,121094062080,United States,Deere & Company,22.936508,20.205233,,4.810098,2.736589,181353054208.0,21.452,1.48,6.48,0.3305,1.21,0.11767,0.15094,0.27421,0.21399,0.03736,-0.086,-0.245,-0.257,1.031,533.78,387.03,0.09234059,2.229,2.003,266.767,67396001792.0,7225999872.0,buy,2.26087,523.94666,724.0,440.0,21.0,75800.0,NYQ,EQUITY,cube2_cluster0,2
HOOD,Financial Services,Capital Markets,125018808320,United States,"Robinhood Markets, Inc.",71.402115,184.863,,14.849251,35.048725,113676705792.0,,,,0.0,,0.50126,0.44388,0.91504997,0.23536,0.04664,0.45,1.0,1.053,2.43,153.86,23.0,4.2492537,1.129,1.089,161.174,13009999872.0,19260000256.0,buy,2.13043,132.51482,170.0,50.0,21.0,2300.0,NMS,EQUITY,cube4_cluster1,2
LMT,Industrials,Aerospace & Defense,117941878784,United States,Lockheed Martin Corporation,28.253916,17.97154,,21.972946,1.6416384,138286874624.0,19.223,2.74,13.8,0.73230004,2.67,0.058520004,0.038829997,0.08254,0.73056,0.06467,0.002,-0.787,-0.792,0.274,618.95,410.11,-0.16722316,0.985,0.8,405.662,21638000640.0,1292999936.0,hold,2.57895,504.82352,590.0,425.0,17.0,121000.0,NYQ,EQUITY,cube2_cluster0,2
ADP,Technology,Software - Application,115823198208,United States,"Automatic Data Processing, Inc.",28.478088,26.303589,,18.72675,5.6331773,117213011968.0,19.454,2.17,6.16,0.6032,1.95,0.19841999,0.23685,0.48391,0.76003,0.06315,0.075,0.106,0.098,0.825,329.93,272.62,-0.019617975,1.048,0.276,148.765,9205600256.0,7808200192.0,hold,2.8,314.16666,340.0,290.0,12.0,67000.0,NMS,EQUITY,cube2_cluster0,2
ADI,Technology,Semiconductors,115806306304,United States,"Analog Devices, Inc.",59.898216,31.220158,,3.3975115,11.149379,121043025920.0,26.049,1.69,3.96,0.97199994,1.72,0.18847999,0.28551,0.60151,0.05652,0.03387,0.246,0.316,0.322,1.089,258.13,158.65,0.038960457,2.324,1.686,25.541,8706007040.0,3469286912.0,buy,1.74286,268.40625,310.0,155.0,32.0,24000.0,NMS,EQUITY,cube2_cluster1,2
DASH,Consumer Cyclical,Internet Retail,116846329856,United States,"DoorDash, Inc.",149.46962,151.98877,,12.943879,9.823147,113830289408.0,136.487,,,0.0,,0.06566,0.05633,0.51037997,0.0964,0.02545,0.249,,,1.706,285.08,143.374,0.8373077,2.073,1.276,36.414,3251000064.0,4999000064.0,buy,1.7561,298.83783,360.0,205.0,37.0,23700.0,NMS,EQUITY,cube3_cluster1,2
CB,Financial Services,Insurance - Property & Casualty,113479221248,Switzerland,Chubb Limited,12.467368,12.055485,,1.6351467,1.9740323,133407219712.0,11.682,1.37,3.88,0.1634,1.57,0.16,0.22318001,0.27501,0.13627,0.02776,0.081,0.346,0.331,0.546,306.91,252.16,-0.016945004,0.388,0.184,28.978,21572999168.0,6696999936.0,buy,2.5,304.0909,340.0,267.0,22.0,43000.0,NYQ,EQUITY,cube2_cluster0,2
WELL,Real Estate,REIT - Healthcare Facilities,113258979328,United States,Welltower Inc.,93.558014,93.04395,,3.13732,12.207494,126801772544.0,36.544,1.77,2.96,1.4972,2.82,0.121759996,0.18656999,0.39641997,0.0345,0.01922,0.396,0.074,0.185,0.911,180.4,123.11,0.29090905,3.221,2.894,47.356,17306750976.0,4409739776.0,buy,1.57143,187.14285,240.0,158.0,21.0,685.0,NYQ,EQUITY,cube4_cluster0,2
KKR,Financial Services,Asset Management,112241721344,United States,KKR & Co. Inc.,56.74775,20.75453,,4.371422,5.2400484,171901796352.0,,0.61,0.74,0.33490002,0.9,0.09571999,0.24757999,0.59585,0.07503,0.01332,0.219,-0.306,-0.236,1.913,170.4,86.15,-0.11297685,1.625,1.573,76.715,54443347968.0,40075898880.0,buy,1.57143,159.0158,188.0,140.0,19.0,4834.0,NYQ,EQUITY,cube1_cluster0,2
CMCSA,Communication Services,Telecom Services,110446034944,United States,Comcast Corporation,4.876423,6.8470316,,1.1450936,0.8893741,203177279488.0,5.316,4.49,1.32,0.2123,2.64,0.18444,0.19770001,0.70822996,0.24919,0.05244,0.021,1.98,1.831,0.941,45.31,29.39,-0.3015911,0.913,0.715,104.176,101528002560.0,9687000064.0,buy,2.26667,39.08929,49.0,31.0,28.0,182000.0,NMS,EQUITY,cube1_cluster1,2
COP,Energy,Oil & Gas E&P,110881103872,United States,ConocoPhillips,11.898786,10.980075,,1.6793646,1.8671254,128308240384.0,5.103,3.51,3.12,0.4182,2.59,0.15467,0.19729,0.48231998,0.1593,0.082729995,0.021,-0.212,-0.154,0.635,115.38,79.88,-0.15616387,1.269,1.005,35.883,23529000960.0,5340000256.0,buy,1.59259,115.46154,137.0,100.0,26.0,11700.0,NYQ,EQUITY,cube2_cluster0,2
MO,Consumer Defensive,Tobacco,109864869888,United States,"Altria Group, Inc.",12.649903,12.224299,,-33.763554,5.4230156,132591919104.0,10.546,6.53,4.24,0.7892,7.81,0.43373,0.62571,0.71731,,0.23014,0.002,-0.362,-0.375,0.572,68.6,48.86,0.3016032,0.388,0.225,,24719998976.0,1287000064.0,hold,2.66667,63.83333,73.0,50.0,12.0,6200.0,NYQ,EQUITY,cube4_cluster0,2
SO,Utilities,Utilities - Regulated Electric,109652721664,United States,The Southern Company,25.299492,23.074074,,3.2238033,3.866048,182540730368.0,13.659,3.02,2.96,0.7494,3.78,0.15100999,0.28079998,0.48736,0.11229,0.03387,0.079,-0.275,-0.269,0.413,99.81,80.46,0.081247926,0.741,0.385,189.663,70824001536.0,1264000000.0,buy,2.36842,98.67647,114.0,75.0,17.0,28314.0,NYQ,EQUITY,cube3_cluster0,2
PLD,Real Estate,REIT - Industrial,107214258176,United States,"Prologis, Inc.",30.381578,32.798294,,2.034433,12.026312,146017796096.0,23.041,3.58,4.04,1.0619999,2.64,0.38685,0.42019,0.76328003,0.06365,0.024330001,0.086,-0.34,-0.337,1.291,127.65,85.35,-0.071422696,0.623,0.486,61.593,35297001472.0,1066268032.0,buy,1.95833,121.8,140.0,105.0,20.0,2703.0,NYQ,EQUITY,cube2_cluster0,2
VRTX,Healthcare,Biotechnology,105689358336,United States,Vertex Pharmaceuticals Incorporated,28.988749,21.961641,,6.1511602,9.255733,100833951744.0,21.902,,,0.0,,0.31856,0.38931,0.52541,0.22771,0.12535,0.121,,,0.431,519.88,362.5,-0.15884781,2.52,2.0,8.893,1527399936.0,6382799872.0,buy,1.96875,481.76,624.0,330.0,25.0,6100.0,NMS,EQUITY,cube2_cluster1,2
MMC,Financial Services,Insurance Brokers,101776007168,United States,"Marsh & McLennan Companies, Inc.",24.615934,21.95334,,6.4556565,3.9449594,121918013440.0,16.084,1.75,3.6,0.39139998,1.38,0.15997,0.26914,0.44215,0.28408,0.07864,0.121,0.079,0.076,0.811,248.0,195.01,-0.09156859,1.203,0.55,135.265,21610000384.0,1676999936.0,hold,2.66667,228.47368,258.0,197.0,19.0,90000.0,NYQ,EQUITY,cube2_cluster0,2
CVS,Healthcare,Healthcare Plans,101034885120,United States,CVS Health Corporation,21.824657,12.29321,,1.3043407,0.26288646,169757884416.0,12.149,3.39,2.66,0.7409,3.16,0.01179,0.02803,0.13305001,0.05881,0.02286,0.084,-0.432,-0.423,0.609,79.94,43.56,0.20676923,0.803,0.582,106.67,82724003840.0,14172999680.0,buy,1.57692,84.36,103.0,70.0,25.0,219000.0,NYQ,EQUITY,cube4_cluster0,2
NKE,Consumer Cyclical,Footwear & Accessories,99601203200,United States,"NIKE, Inc.",34.68718,20.941175,,7.4182935,2.1447287,102471540736.0,24.415,2.37,1.6,0.8205,1.31,0.062340003,0.0791,0.41938,0.21122,0.05685,0.011,-0.3,-0.308,1.298,84.76,52.28,-0.17949343,2.19,1.241,82.128,11061000192.0,8575000064.0,buy,2.05128,82.386,120.0,38.0,35.0,77800.0,NYQ,EQUITY,cube2_cluster1,2
DELL,Technology,Computer Hardware,102808707072,United States,Dell Technologies Inc.,22.37143,15.826597,,-36.303074,1.0133829,121401950208.0,11.974,1.37,2.1,0.2832,,0.04768,0.0664,0.21260999,,0.054,0.19,0.382,0.312,1.126,166.1,66.25,0.21910512,0.83,0.531,,29518000128.0,8144999936.0,buy,1.58333,159.68182,200.0,104.0,22.0,108000.0,NYQ,EQUITY,cube3_cluster1,2
NEM,Basic Materials,Gold,99453632512,United States,Newmont Corporation,16.402174,23.639687,,3.1042995,4.831599,99330408448.0,9.081,1.12,1.0,0.18120001,3.27,0.30495,0.45458,0.55694,0.20285,0.090679996,0.208,1.501,1.416,0.356,91.237,36.86,0.60560346,2.227,1.561,23.561,7607000064.0,6653000192.0,buy,1.80952,92.5595,112.0,62.0,20.0,22200.0,NYQ,EQUITY,cube5_cluster1,1
DUK,Utilities,Utilities - Regulated Electric,99395952640,United States,Duke Energy Corporation,20.616129,20.160883,,1.9921448,3.2221198,189616963584.0,12.334,3.38,4.26,0.68410003,3.92,0.15719,0.24227,0.51926,0.0959,0.028269999,0.047,0.104,0.093,0.424,128.49,105.2,0.076588154,0.66,0.241,170.004,88452997120.0,344000000.0,buy,2.22222,135.0,143.0,121.0,13.0,26413.0,NYQ,EQUITY,cube3_cluster0,2
HCA,Healthcare,Medical Care Facilities,97902878720,United States,"HCA Healthcare, Inc.",17.23939,17.04277,,-22.48616,1.3467065,146382880768.0,10.096,0.7,2.88,0.1159,0.75,0.08213,0.15946999,0.40890998,136.31683,0.11844,0.064,0.235,0.131,1.407,439.01,289.98,0.023476005,0.976,0.721,,46364000256.0,1040000000.0,buy,2.0,417.5238,495.0,333.0,21.0,226000.0,NYQ,EQUITY,cube4_cluster0,2
MCK,Healthcare,Medical Distribution,97256161280,United States,McKesson Corporation,30.77135,21.24151,,-49.688614,0.2575674,105887154176.0,19.605,0.43,3.28,0.1137,0.6,0.00838,0.01082,0.03451,,0.04014,0.234,-0.107,-0.143,0.513,783.89,492.39,0.498024,0.883,0.475,,9944999936.0,2417999872.0,buy,1.6875,835.2857,900.0,680.0,14.0,43000.0,NYQ,EQUITY,cube3_cluster0,2
CME,Financial Services,Financial Data & Stock Exchanges,97763926016,United States,CME Group Inc.,26.245579,25.764706,,3.4641116,15.197962,97960878080.0,21.544,1.84,5.0,1.0261,3.46,0.58587,0.66874003,1.0,0.13612,0.01737,0.104,0.161,0.161,0.427,290.79,213.94,0.20665419,1.019,0.019,13.603,3773400064.0,2098899968.0,hold,2.66667,282.55557,312.0,204.0,18.0,3760.0,NMS,EQUITY,cube3_cluster0,2
TT,Industrials,Building Products & Equipment,94355415040,Ireland,Trane Technologies plc,33.41529,33.52095,,12.054125,4.547227,97042333696.0,23.824,0.9,3.76,0.28079998,1.27,0.13764,0.20187001,0.36256,0.39078,0.11297,0.083,0.177,0.158,1.119,476.19,298.15,0.05348432,1.104,0.713,58.751,4615000064.0,774200000.0,hold,2.68,456.2816,544.0,271.0,19.0,45000.0,NYQ,EQUITY,cube2_cluster0,2
PH,Industrials,Specialty Industrial Machinery,93197172736,United States,Parker-Hannifin Corporation,26.878832,25.016304,,6.814653,4.6950717,102326870016.0,20.001,0.99,7.2,0.2467,1.29,0.17788,0.2236,0.37008,0.2741,0.089490004,0.011,0.192,0.176,1.347,779.77,488.45,0.14206457,1.194,0.646,69.286,9486000128.0,467000000.0,buy,1.78261,801.6667,910.0,500.0,21.0,57950.0,NYQ,EQUITY,cube3_cluster0,2
